,Loc_ID,MindistPigs15.NEG,MindistPoultry250.NEG,MindistCows5.NEG,MindistHorses5.NEG,MindistGoats50.NEG,MindistSheep50.NEG,MindistFuranims250.NEG,MinDistAnyFarm.NEG,MindistPigs15.INV,MindistPoultry250.INV,MindistCows5.INV,MindistHorses5.INV,MindistGoats50.INV,MindistSheep50.INV,MindistFuranims250.INV,MinDistAnyFarm.INV,npigs.500m,npoultry.500m,ncows.500m,nhorses.500m,npigs.1000m,npoultry.1000m,ncows.1000m,nhorses.1000m,nsheep.1000m,npigs.3000m,npoultry.3000m,ncows.3000m,nhorses.3000m,ngoats.3000m,nsheep.3000m,nfuranims.3000m,AllFarm.250m,AllFarm.500m,AllFarm.1000m,AllFarm.3000m,PigFarm.500m,PoultryFarm.500m,CattleFarm.500m,PigFarm.1000m,PoultryFarm.1000m,CattleFarm.1000m,HorseFarm.1000m,PigFarm.3000m,PoultryFarm.3000m,CattleFarm.3000m,HorseFarm.3000m,GoatFarm.3000m,SheepFarm.3000m,FuranimFarm.3000m,npigsWghtDist.1000m.sum,npoultryWghtDist.1000m.sum,ncowsWghtDist.1000m.sum,nhorsesWghtDist.1000m.sum,nsheepWghtDist.1000m.sum,npigsWghtDist.3000m.sum,npoultryWghtDist.3000m.sum,ncowsWghtDist.3000m.sum,nhorsesWghtDist.3000m.sum,ngoatsWghtDist.3000m.sum,nsheepWghtDist.3000m.sum,nfuranimsWghtDist.3000m.sum,nAnyFarmWghtDist.1000m.sum,nPigFarmWghtDist.1000m.sum,nPoultryFarmWghtDist.1000m.sum,nCattleFarmWghtDist.1000m.sum,nHorseFarmWghtDist.1000m.sum,nAnyFarmWghtDist.3000m.sum,nPigFarmWghtDist.3000m.sum,nPoultryFarmWghtDist.3000m.sum,nCattleFarmWghtDist.3000m.sum,nHorseFarmWghtDist.3000m.sum,nGoatFarmWghtDist.3000m.sum,nSheepFarmWghtDist.3000m.sum,nFuranimFarmWghtDist.3000m.sum,nfatpigs.500m,ndairycows.500m,nmeatcows.500m,npiglets.1000m,nsows.1000m,nboars.1000m,nfatpigs.1000m,nlayinghens.1000m,nbroilerchicks.1000m,ndairycows.1000m,nmeatcows.1000m,npiglets.3000m,nsows.3000m,nboars.3000m,nfatpigs.3000m,nlayinghens.3000m,nbroilerchicks.3000m,notherpoultryanim.3000m,ndairycows.3000m,nmeatcows.3000m,DairyctlFarm.500m,PigMultipFarm.1000m,FatpigFarm.1000m,HensFarm.1000m,BroilerFarm.1000m,DairyctlFarm.1000m,MeatctlFarm.1000m,PigMultipFarm.3000m,FatpigFarm.3000m,HensFarm.3000m,BroilerFarm.3000m,OthpoultFarm.3000m,DairyctlFarm.3000m,MeatctlFarm.3000m,npigletsWghtDist.1000m.sum,nsowsWghtDist.1000m.sum,nboarsWghtDist.1000m.sum,nfatpigsWghtDist.1000m.sum,nlayinghensWghtDist.1000m.sum,nbroilerchicksWghtDist.1000m.sum,ndairycowsWghtDist.1000m.sum,nmeatcowsWghtDist.1000m.sum,npigletsWghtDist.3000m.sum,nsowsWghtDist.3000m.sum,nboarsWghtDist.3000m.sum,nfatpigsWghtDist.3000m.sum,nlayinghensWghtDist.3000m.sum,nbroilerchicksWghtDist.3000m.sum,notherpoultryanimWghtDist.3000m.sum,ndairycowsWghtDist.3000m.sum,nmeatcowsWghtDist.3000m.sum,nPigMultipFarmWghtDist.1000m.sum,nFatpigFarmWghtDist.1000m.sum,nHensFarmWghtDist.1000m.sum,nBroilerFarmWghtDist.1000m.sum,nDairyctlFarmWghtDist.1000m.sum,nMeatctlFarmWghtDist.1000m.sum,nPigMultipFarmWghtDist.3000m.sum,nFatpigFarmWghtDist.3000m.sum,nHensFarmWghtDist.3000m.sum,nBroilerFarmWghtDist.3000m.sum,nOthpoultFarmWghtDist.3000m.sum,nDairyctlFarmWghtDist.3000m.sum,nMeatctlFarmWghtDist.3000m.sum
40,42,-459.0482455,-1389.775194,-361.6753114,-664.8771855,-3735.528785,-1175.625642,-1120.580136,-361.6753114,0.00217842,0.000719541,0.002764911,0.001504037,0.0002677,0.000850611,0.000892395,0.002764911,2554,0,20,2,7034,0,784,157,3,57869,8500,15233,455,0,483,30519,0,3,10,77,2,0,1,3,0,5,2,17,1,43,10,0,1,5,11.73406313,0,1.328947609,0.204813035,0.004406542,39.56319933,4.647363673,9.216343047,0.387914507,0,0.324216731,13.4004992,0.017405317,0.005745121,0,0.009030126,0.002630069,0.053397671,0.013293766,0.000535949,0.028660599,0.007592404,0,0.000706868,0.002608085,864,20,0,2438,778,4,3814,0,0,782,2,16160,3924,20,37765,8500,0,0,7025,8208,1,2,1,0,0,5,0,6,11,1,0,0,35,8,4.384919754,1.400655777,0.007133402,5.941354193,0,0,1.325260204,0.003687405,11.55032997,3.143078695,0.014997732,24.85479293,4.647363673,0,0,4.34981576,4.866527286,0.003566701,0.00217842,0,0,0.009030126,0,0.005486321,0.007807445,0.000535949,0,0,0.024071453,0.004589146
41,43,-472.2831715,-836.15291,-737.0123166,-268.3814113,-1799.202741,-2451.15866,-1560.032937,-268.3814113,0.002117374,0.001195954,0.001356829,0.00372604,0.000555802,0.00040797,0.000641012,0.00372604,4192,0,0,64,10032,22210,386,89,0,84989,137021,8812,382,688,410,7161,0,2,9,77,1,0,0,3,1,3,2,26,3,34,10,1,0,2,15.33376271,26.56212726,0.463265182,0.273583262,0,65.42426016,78.73172832,4.644453937,0.395812181,0.382391592,0.155354681,3.007291636,0.014224136,0.004224714,0.001195954,0.003672762,0.005130707,0.048318284,0.017307739,0.00217872,0.018970845,0.00827629,0.000555802,0,0.001028889,2690,0,0,1152,348,2,8530,0,22210,256,130,34916,6578,33,43462,0,137021,0,4984,3828,0,0,3,0,1,2,1,9,17,0,3,0,29,5,2.439214585,0.736846072,0.004234748,12.15346731,0,26.56212726,0.311655711,0.151609471,26.9407957,4.54392115,0.022490076,33.91705323,0,78.73172832,0,2.659166268,1.985287669,0,0.004224714,0,0.001195954,0.002506535,0.001166227,0.005641737,0.011666002,0,0.00217872,0,0.015637341,0.003333503
42,44,-467.5426047,-103.2312525,-515.2549418,-821.6530264,-2413.610682,-2796.116187,-1751.902381,-103.2312525,0.002138843,0.009686989,0.001940787,0.001217059,0.000414317,0.000357639,0.000570808,0.009686989,110,22210,0,0,17383,22210,1093,76,20,101761,218207,8228,334,688,597,2061,1,2,10,78,1,1,0,4,1,4,1,29,5,31,8,1,1,2,24.22814628,215.148024,1.843443635,0.090023233,0.020219123,64.73348769,283.6486536,6.055190787,0.216395408,0.285050114,0.226025694,0.925106401,0.023518605,0.006390329,0.009686989,0.006224228,0.001217059,0.055477893,0.018007638,0.01118297,0.019892664,0.004722609,0.000414317,0.000344331,0.000913364,50,0,0,4272,408,2,12701,0,22210,842,251,40250,7857,34,53620,59999,158208,0,4377,3851,0,1,3,0,1,4,0,9,20,1,4,0,26,5,5.728350863,0.789708975,0.003801025,17.70628542,0,215.148024,1.487131091,0.356312544,23.69349294,4.603272678,0.019634941,36.41708714,20.2695016,263.379152,0,3.2483044,2.806886386,0.002138843,0.004251486,0,0.009686989,0.006224228,0,0.006206479,0.011801159,0.000337831,0.010845139,0,0.01661232,0.003280345
43,45,-879.4538024,-894.884372,-423.3511398,-423.3511398,-3557.701394,-637.4994617,-3108.87418,-423.3511398,0.001137069,0.001117463,0.002362105,0.002362105,0.00028108,0.001568629,0.00032166,0.002362105,0,25,749,9,306,48525,1159,10,107,194122,802197,13194,185,3,1184,0,0,3,10,130,0,0,2,0,1,7,1,60,12,43,13,0,2,0,0.347943234,54.25318414,2.04301888,0.022349961,0.172609553,101.471485,520.3995554,7.438043735,0.101210715,0.001290908,0.736290755,0,0.015043059,0,0.001117463,0.010107443,0.002249525,0.07520963,0.030513351,0.007426655,0.027252649,0.007972559,0,0.002044416,0,0,149,600,0,0,0,306,25,48500,529,630,52239,15033,93,126757,87425,676522,38250,5194,8000,1,0,0,0,1,5,2,24,36,3,7,2,30,13,0,0,0,0.347943234,0.056238127,54.19694602,0.779245608,1.263773272,29.6920807,8.397619677,0.051873996,63.32991059,46.24325768,460.9517874,13.20451034,2.983035049,4.455008686,0,0,0,0.001117463,0.007047542,0.003059901,0.013687226,0.016826125,0.001505403,0.005232825,0.000688426,0.019414142,0.007838507
44,46,-383.2922338,-768.8477427,-958.2642166,-1614.475059,-3433.13162,-1931.944375,-1399.468883,-383.2922338,0.002608975,0.001300648,0.001043554,0.000619396,0.000291279,0.000517613,0.000714557,0.002608975,701,0,0,0,2122,22500,43,6,10,197399,830655,13482,621,33,623,29460,0,1,5,136,1,0,0,2,1,1,1,65,12,41,12,0,1,5,3.952191572,29.26457184,0.045171514,0.007331316,0.013006476,102.9468774,415.6690351,6.78423076,0.262698314,0.015075687,0.310592678,13.38998288,0.00759053,0.004103205,0.001300648,0.001043554,0.001143124,0.07313003,0.036174929,0.007206322,0.02079627,0.006242409,0,0.000444296,0.002265803,10,0,0,990,439,13,680,22500,0,13,30,55229,13467,79,128624,173955,650950,5750,6586,6896,0,2,0,1,0,0,1,24,41,5,6,1,31,10,2.043348521,0.858850448,0.022769219,1.027223384,29.26457184,0,0.013864909,0.031306606,29.116608,7.329516679,0.055578691,66.44517398,106.2664013,304.4294008,4.973232953,2.926106863,3.858123897,0.004103205,0,0.001300648,0,0,0.001043554,0.015127062,0.021047867,0.00352276,0.002818652,0.00086491,0.014669901,0.006126368
45,47,-1069.707167,-1271.727527,-1068.473489,-1044.475852,-3568.969425,-1289.241203,-3004.516707,-1044.475852,0.000934835,0.000786332,0.000935915,0.000957418,0.000280193,0.00077565,0.000332832,0.000957418,0,0,0,0,0,0,0,0,0,55167,1294263,9805,442,6,251,0,0,0,0,82,0,0,0,0,0,0,0,18,15,33,14,0,2,0,0,0,0,0,0,28.63830916,628.1264486,4.337107267,0.192182881,0.003770815,0.115426828,0,0,0,0,0,0,0.040644417,0.010548499,0.007340036,0.015770907,0.006239607,0,0.000745369,0,0,0,0,0,0,0,0,0,0,0,0,22906,4521,26,27714,94104,1200159,0,4910,4895,0,0,0,0,0,0,0,8,10,2,13,0,28,5,0,0,0,0,0,0,0,0,12.57150866,2.627534394,0.015334631,13.42393148,57.54759165,570.5788569,0,2.400484701,1.936622566,0,0,0,0,0,0,0.005209868,0.00533863,0.001071655,0.006268381,0,0.013377031,0.002393876
46,48,-713.5311553,-1036.497204,-655.4024467,-800.9035444,-3349.849831,-2054.698651,-3862.016517,-655.4024467,0.00140148,0.000964788,0.00152578,0.00124859,0.000298521,0.000486689,0.000258932,0.00152578,0,0,0,0,3035,0,250,27,0,79405,1152431,4881,647,4,220,0,0,0,3,80,0,0,0,1,0,1,1,27,11,28,13,0,1,0,4.253493316,0,0.381445021,0.033711925,0,34.73901378,608.7333612,2.985238874,0.266857272,0.001946757,0.088350655,0,0.00417585,0.00140148,0,0.00152578,0.00124859,0.038796871,0.012186508,0.005274644,0.015190456,0.005782385,0,0.000362877,0,0,0,0,2414,598,2,21,0,0,250,0,33249,9513,37,36606,94474,1057957,0,4093,788,0,1,0,0,0,1,0,13,14,2,9,0,26,2,3.383173926,0.838085339,0.002802961,0.02943109,0,0,0.381445021,0,15.67568637,4.325301728,0.016727169,14.72129851,45.93757153,562.7957896,0,2.5105091,0.474729775,0.00140148,0,0,0,0.00152578,0,0.006385901,0.005800607,0.000899896,0.004374749,0,0.01401234,0.001178116
47,49,-619.1322814,-623.6030483,-356.0458229,-1122.06984,-1002.014139,-1002.014139,-1021.573257,-356.0458229,0.001615164,0.001603584,0.002808627,0.00089121,0.00099799,0.00099799,0.000978882,0.002808627,0,0,70,0,13723,87580,1202,0,25,165125,1012077,21186,437,500,876,22237,0,1,13,127,0,0,1,3,2,8,0,31,18,55,18,1,2,2,17.12907611,105.6784186,1.580208732,0,0.026157461,101.3762077,573.0581636,12.63261121,0.205620841,0.464004602,0.729325452,10.64575757,0.01821845,0.004168748,0.002649883,0.01139982,0,0.079144261,0.019929461,0.010550404,0.036470443,0.008315434,0.00092787,0.001572549,0.0013781,0,70,0,4530,704,3,8486,0,87580,868,334,69752,13211,50,82112,72263,939814,0,7889,13297,1,1,2,0,2,4,4,14,17,3,15,0,41,14,6.146878161,1.087741488,0.004644947,9.889811513,0,105.6784186,1.182883559,0.397325172,39.68547388,7.445864073,0.029507243,54.21536247,32.94220102,540.1159626,0,5.016208351,7.616402855,0.001514892,0.002653856,0,0.002649883,0.00688264,0.00451718,0.008397954,0.011531507,0.00133927,0.009211134,0,0.026412998,0.010057445
48,50,-868.8161182,-288.9145672,-514.3964032,-956.2391467,-3875.067814,-609.3834724,-2474.918924,-288.9145672,0.001150992,0.003461231,0.001944026,0.001045764,0.00025806,0.001641003,0.000404054,0.003461231,0,128750,0,0,3722,222720,407,15,50,79512,1464993,8698,494,7,145,22187,0,2,10,86,0,2,0,3,3,4,0,21,15,32,15,0,1,2,4.025327579,526.8847559,0.537552903,0.017472171,0.082050141,42.52228958,1130.399541,4.978206062,0.293602988,0.007720443,0.12894271,8.064843403,0.016923634,0.003269799,0.007716304,0.005937531,0,0.055611684,0.012068181,0.014079314,0.020550322,0.007602759,0,0.0005499,0.000761208,0,0,0,1603,558,4,1557,78750,143970,392,15,29461,7258,31,42762,78834,1386159,0,4279,4419,0,2,1,1,2,3,1,10,11,1,14,0,27,5,1.72539516,0.599425468,0.004288282,1.696218669,238.1437919,288.740964,0.512937861,0.024615042,16.46517313,3.767335079,0.017699181,22.27208219,238.182562,892.2169792,0,2.507326425,2.470879637,0.002196755,0.001073044,0.003024048,0.004692256,0.004296528,0.001641003,0.00599203,0.006076151,0.003024048,0.011055266,0,0.016843091,0.003707231
49,51,-181.3043959,-102.08333,-253.5764113,-447.9778715,-3147.841457,-1255.096781,-2098.710024,-102.08333,0.005515586,0.009795919,0.003943584,0.002232253,0.000317678,0.000796751,0.000476483,0.009795919,7986,27000,207,18,17705,249500,207,38,0,121185,869908,12009,433,6,326,2999,2,7,14,92,4,1,1,7,3,1,3,30,15,31,14,0,2,1,42.02123284,505.5135113,0.816321987,0.066158342,0,82.05822768,786.1790143,6.168393731,0.238264934,0.004120909,0.158089132,1.42897302,0.041186956,0.020154786,0.012083134,0.003943584,0.005005452,0.076665468,0.02975557,0.017559704,0.017955217,0.010033098,0,0.000885397,0.000476483,3740,197,10,9585,2135,16,5969,0,249500,197,10,41846,9162,42,70135,121110,748798,0,4806,7203,1,4,3,0,3,1,0,12,18,3,12,0,24,7,20.96074738,3.885844751,0.028980638,17.14566007,0,505.5135113,0.776886142,0.039435845,33.12481771,6.558967722,0.039363768,42.33507848,54.66967564,731.5093386,0,2.879830698,3.288563033,0.009263516,0.01089127,0,0.012083134,0.003943584,0,0.012894807,0.016860763,0.001303812,0.016255891,0,0.014493993,0.003461224
50,52,-1181.273853,-1020.724634,-611.005155,-1020.724634,-2100.650787,-2231.397017,-3020.633111,-611.005155,0.000846544,0.000979696,0.001636647,0.000979696,0.000476043,0.00044815,0.000331056,0.001636647,0,0,0,0,0,0,1106,0,0,83717,330225,7009,569,387,237,0,0,0,3,78,0,0,0,0,0,3,0,23,5,34,14,0,1,0,0,0,1.359853828,0,0,39.92841914,153.4861259,3.967023875,0.316943566,0.183980774,0.104860801,0,0.004051836,0,0,0.004051836,0,0.039138434,0.010563685,0.002078066,0.018932034,0.0071165,0,0.00044815,0,0,0,0,0,0,0,0,0,0,670,436,35844,9269,29,38575,43686,285487,1052,5794,1215,0,0,0,0,0,2,1,10,13,2,2,1,31,3,0,0,0,0,0,0,0.833342778,0.526511049,18.12896006,5.081382635,0.014422851,16.70365359,15.92371606,137.0579501,0.504459752,3.117718138,0.849305737,0,0,0,0,0.002784221,0.001267615,0.005284297,0.005279388,0.000738586,0.000859955,0.000479524,0.016778734,0.0021533
51,53,-581.4118077,-1129.326758,-748.4333188,-494.8993865,-2478.881526,-2389.113574,-2442.347953,-494.8993865,0.001719951,0.000885483,0.001336124,0.002020613,0.000403408,0.000418565,0.000409442,0.002020613,0,0,0,33,20245,0,277,137,0,75512,95347,8010,883,389,262,9109,0,1,11,86,0,0,0,5,0,2,4,21,4,41,18,0,0,1,26.70931751,0,0.34610148,0.217874939,0,53.18356622,42.5729976,4.108466361,0.589623422,0.157996489,0.115383905,3.729607809,0.01541192,0.006612344,0,0.002425487,0.00637409,0.050514255,0.013721915,0.00193141,0.021129765,0.013321723,0,0,0.000409442,0,0,0,11345,3996,11,4893,0,0,243,34,31716,10552,35,33209,50946,43344,1057,6404,1606,0,4,1,0,0,2,0,11,10,2,1,1,36,5,15.28297947,5.133909982,0.014456869,6.277971193,0,0,0.303703485,0.042397995,26.08047153,8.254283594,0.025913581,18.82289751,24.78458339,17.15891385,0.629500356,3.339575232,0.768891129,0.005392273,0.00122007,0,0,0.002425487,0,0.008718096,0.005003819,0.000938928,0.000395877,0.000596605,0.018953315,0.00217645
52,54,-374.4889002,-616.0986329,-374.4889002,-616.0986329,-2485.159647,-2822.202534,-2850.413837,-374.4889002,0.002670306,0.001623117,0.002670306,0.001623117,0.000402389,0.000354333,0.000350826,0.002670306,6053,0,192,3,19235,400,305,64,0,74385,293334,8078,825,389,362,9109,0,2,8,87,1,0,1,4,0,2,2,22,4,40,18,0,1,1,33.30289821,0.649246693,0.647666046,0.10567793,0,59.37892668,114.6429053,4.207599547,0.544256285,0.156855266,0.13755094,3.195676319,0.013399837,0.006478177,0,0.003865956,0.003055705,0.050688831,0.014868028,0.001752196,0.02137311,0.012009416,0,0.000335255,0.000350826,210,158,34,11281,3137,8,4809,400,0,271,34,29479,9824,36,35046,28446,263831,1057,6450,1628,1,3,1,0,0,2,0,11,11,1,2,1,35,5,21.23063996,5.80305833,0.014615994,6.254583926,0.649246693,0,0.556875638,0.090790408,30.55184187,9.31115564,0.027615863,19.48831331,14.91326012,99.1807919,0.54885327,3.384217009,0.823382538,0.005304568,0.001173609,0,0,0.003865956,0,0.009435027,0.005433001,0.000508892,0.00072319,0.000520114,0.01916371,0.0022094
53,55,-676.0712961,-459.9544086,-532.2747323,-599.7949705,-6214.465592,-366.514199,-5040.031064,-366.514199,0.001479134,0.002174129,0.001878729,0.001667236,0.000160915,0.002728407,0.000198411,0.002728407,0,103800,0,2,873,291666,867,125,140,79361,1085692,3744,500,0,348,0,0,2,14,73,0,1,0,1,4,5,3,22,11,22,15,0,3,0,1.29128393,539.0957219,1.086272139,0.203504809,0.32559044,39.16378132,877.5942579,2.639121665,0.372103649,0,0.457950406,0,0.022151304,0.001479134,0.006426017,0.007023474,0.004494272,0.050729916,0.012029889,0.009334775,0.015756248,0.009742771,0,0.003866233,0,0,0,0,118,0,0,755,0,291666,807,60,29778,8113,587,40883,974,1084718,0,3553,191,0,0,1,0,4,4,1,11,10,1,10,0,21,1,0.174537805,0,0,1.116746125,0,539.0957219,0.990787143,0.095484996,15.62190293,4.473684326,0.547087105,18.52110696,0.355289195,877.2389687,0,2.474823745,0.16429792,0,0.001479134,0,0.006426017,0.005144745,0.001878729,0.00555374,0.005517776,0.000362897,0.008971878,0,0.013877519,0.001878729
54,56,-931.7634754,-1041.407707,-249.2033631,-1041.407707,-2457.048827,-2449.734068,-3357.541236,-249.2033631,0.001073234,0.000960239,0.004012787,0.000960239,0.000406992,0.000408208,0.000297837,0.004012787,0,0,1106,0,364,0,1285,0,0,81609,237239,4859,512,387,237,0,1,3,4,69,0,0,3,0,0,4,0,24,3,27,13,0,1,0,0.390657082,0,2.978000103,0,0,38.54397245,153.7547891,4.665842942,0.307122774,0.157313213,0.098588607,0,0.009989816,0,0,0.009989816,0,0.040592829,0.010958146,0.001450856,0.02099916,0.00677646,0,0.000408208,0,0,670,436,0,0,0,364,0,0,849,436,31895,11079,41,38594,15700,220487,1052,4077,782,2,0,0,0,0,3,1,12,12,1,1,1,25,2,0,0,0,0.390657082,0,0,1.908972646,1.069027457,16.16493841,5.450742516,0.017625432,16.91066609,6.26638841,147.0682566,0.420144087,3.432677163,1.233165779,0,0,0,0,0.007289337,0.002700479,0.005895261,0.005062885,0.000384464,0.000667016,0.000399377,0.017857471,0.003141688
55,57,-557.2543403,-155.1565062,-182.5657661,-1073.714539,-2235.796373,-1438.330447,-866.6384452,-155.1565062,0.001794513,0.006445105,0.005477478,0.000931346,0.000447268,0.000695251,0.001153884,0.006445105,0,82000,4391,0,29681,82000,4791,4,61,159170,1030441,14477,459,501,875,22237,4,7,14,118,0,1,5,3,1,8,0,32,17,50,14,1,2,2,41.30041064,528.4986239,17.96885623,0.004448904,0.387301243,108.4933397,1097.864412,22.46034652,0.242336699,0.223270249,0.851384228,13.16971024,0.041194918,0.004202397,0.006445105,0.022472406,0,0.0947786,0.01965877,0.015293414,0.042535202,0.007667467,0.000447268,0.00751762,0.001658859,0,610,3781,6915,1273,2,21491,0,82000,987,3804,67011,10804,44,81311,106309,924132,0,7226,7251,2,1,2,0,1,4,4,14,18,2,15,0,40,10,8.96809629,1.769198557,0.002779574,30.56033622,0,528.4986239,1.954666707,16.01418952,39.89422877,6.85305548,0.026919136,61.71913629,51.98312852,1045.881283,0,4.982858115,17.47748841,0.001389787,0.00281261,0,0.006445105,0.007915274,0.014557133,0.008383556,0.011275214,0.000985402,0.014308012,0,0.025183057,0.017352145
56,58,-152.2528738,-1105.88505,-135.3545066,-647.113221,-563.3358901,-528.6372262,-1127.064592,-135.3545066,0.006568021,0.000904253,0.007388007,0.001545325,0.00177514,0.001891656,0.000887261,0.007388007,2637,0,583,0,10774,0,834,10,100,136051,790370,16217,519,389,452,3246,3,4,11,111,1,0,3,2,0,7,0,36,14,41,17,0,1,1,25.19045814,0,3.106998245,0.015453246,0.189165641,94.36202188,450.2346567,10.15539708,0.264239758,0.683533745,0.380395667,2.880047891,0.033127607,0.007689394,0,0.023546556,0,0.084734497,0.025689544,0.008077894,0.039701482,0.00848666,0,0.001891656,0.000887261,905,543,40,7425,1730,2,1617,0,0,739,95,61108,12625,54,62264,550934,238384,1052,8235,7982,3,2,0,0,0,6,1,14,22,10,3,1,35,6,8.326196624,11.36267551,0.013136041,5.488449968,0,0,2.866585827,0.240412418,36.9474875,17.03178619,0.040133434,40.34261476,317.1312776,132.4707968,0.63258239,6.351753952,3.803643132,0.007689394,0,0,0,0.022001232,0.001545325,0.013261346,0.012428198,0.005753296,0.001723284,0.000601314,0.035807463,0.003894018
57,59,-191.9102346,-166.1102239,-479.8410356,-288.0149155,-1433.937576,-427.0232369,-1316.068216,-166.1102239,0.00521077,0.006020099,0.002084024,0.003472042,0.00069738,0.002341793,0.000759839,0.006020099,4431,65000,1440,67,43077,107330,2492,70,190,145095,816970,14657,579,1981,402,3246,2,6,21,116,2,1,1,10,3,5,2,39,15,37,21,1,1,1,62.63440556,463.6124091,4.291113114,0.205044692,0.356443133,118.0113801,952.7932188,9.803251898,0.447156362,0.866185668,0.44637841,2.466437499,0.042163047,0.018220812,0.009387406,0.006985561,0.005813835,0.090561251,0.033525486,0.016302996,0.022517655,0.015325402,0.00037444,0.001755433,0.000759839,4431,0,1440,15786,2692,7,24592,42330,65000,812,1680,62242,12737,53,70063,550534,265384,1052,6698,7959,0,3,7,2,1,4,1,14,25,10,4,1,32,5,20.67511451,3.713081616,0.009828473,38.23638096,72.30597138,391.3064377,0.923820567,3.367292547,46.85921381,9.619537046,0.035993219,61.49663603,438.5018407,513.8867714,0.404606657,3.914645825,5.888606073,0.003804893,0.014415918,0.003367307,0.006020099,0.004945237,0.002040324,0.009879458,0.023646028,0.00841434,0.007504049,0.000384607,0.01862588,0.003891775
58,60,-438.8396961,-242.0754503,-316.0487785,-822.7531092,-1381.117785,-2474.109386,-1641.491325,-242.0754503,0.002278736,0.004130943,0.003164069,0.001215431,0.000724051,0.000404186,0.000609202,0.004130943,3017,20000,33,0,15564,57400,1901,64,0,112643,1394143,18639,324,499,292,3059,1,3,11,121,1,1,1,5,2,4,1,33,23,48,14,1,1,1,21.42510544,124.4320362,2.172041482,0.076149652,0,65.50022537,852.3739852,9.7390137,0.218768062,0.343251524,0.141968555,1.852394089,0.019843141,0.006820987,0.005248943,0.00655778,0.001215431,0.07539899,0.019744094,0.017358554,0.027548051,0.008977833,0.000724051,0.000437204,0.000609202,3017,33,0,3568,1020,5,10971,0,57400,654,1247,33321,8885,46,70391,230459,1163684,0,6693,11946,1,2,3,0,2,3,1,13,20,4,19,0,36,12,3.860589215,1.101948354,0.005328025,16.45723985,0,124.4320362,0.790785882,1.3812556,17.39399914,4.672543767,0.023999031,43.40968343,96.33804699,756.0359382,0,3.894730669,5.844283031,0.002145128,0.00467586,0,0.005248943,0.005450094,0.001107686,0.007247667,0.012496427,0.001834742,0.015523812,0,0.021915762,0.005632289
59,61,-681.4769741,-751.5081431,-478.9692331,-478.9692331,-2405.943645,-2205.527958,-1884.637476,-478.9692331,0.001467401,0.001330658,0.002087817,0.002087817,0.000415637,0.000453406,0.000530606,0.002087817,0,0,125,53,10442,30752,602,107,0,101564,1217107,12926,364,449,361,3009,0,3,12,107,0,0,1,3,1,2,6,30,22,35,16,1,2,1,12.90396606,40.92038161,0.739979515,0.182386004,0,56.85874165,673.2917116,6.452277845,0.295318985,0.187336649,0.156561296,1.595471193,0.01916276,0.003672642,0.001330658,0.003055107,0.011104353,0.065227089,0.017432428,0.011857662,0.018477073,0.015694982,0.000415637,0.000818701,0.000530606,0,125,0,5948,1028,6,3460,0,30752,328,274,32465,7829,42,61228,103289,1113818,0,5614,7312,1,2,1,0,1,2,0,11,19,4,18,0,27,8,7.739681731,1.462748837,0.007551272,3.693984224,0,40.92038161,0.463245971,0.276733544,20.54478816,4.831610091,0.027043886,31.45529951,41.70585647,631.5858551,0,2.940980294,3.511297551,0.002621518,0.001051124,0,0.001330658,0.003055107,0,0.007388707,0.01004372,0.00160253,0.010255132,0,0.014976249,0.003500824
60,62,-867.6886123,-296.6229342,-170.0436023,-909.5252838,-1102.263064,-1519.373664,-1887.051579,-170.0436023,0.001152487,0.003371283,0.005880845,0.001099475,0.000907224,0.000658166,0.000529927,0.005880845,1,1052,204,0,8375,1052,621,18,57,104980,793064,11708,916,387,460,3246,2,3,10,102,0,1,2,2,1,6,1,25,13,41,19,0,2,1,9.285430403,3.546590228,1.694898463,0.019427881,0.10854961,54.75878594,308.2046864,7.179274854,0.408351268,0.350570789,0.31547013,1.720143761,0.022569352,0.00221098,0.003371283,0.015932948,0.001054142,0.066881584,0.01254809,0.008078718,0.035280777,0.009579196,0,0.000864877,0.000529927,0,204,0,2392,606,9,5368,0,0,562,59,53242,12378,41,39319,527034,264978,1052,7570,4138,2,0,2,0,0,5,1,12,13,9,3,1,36,5,2.64395571,0.671336761,0.014019418,5.956118514,0,0,1.62994247,0.064955993,26.76803984,6.370540943,0.02919273,21.59101242,198.4416107,106.2164855,3.546590228,5.387011797,1.792263057,0,0.00221098,0,0,0.014833473,0.001099475,0.005691216,0.006856874,0.003555879,0.001151555,0.003371283,0.032102881,0.003177896
61,63,-74.8133055,-109.3434626,-74.8133055,-516.7796192,-851.3155944,-1461.593213,-1181.641017,-74.8133055,0.013366606,0.009145494,0.013366606,0.001935061,0.001174653,0.000684185,0.000846281,0.013366606,10418,171135,1615,7,32655,525662,6655,198,45,137188,1209970,20775,645,1991,527,3246,3,7,28,129,3,3,1,8,8,5,6,35,16,54,20,1,1,1,103.9973218,1280.856379,12.61279424,0.283815184,0.21281768,172.1570606,1698.52479,19.87243509,0.527457437,2.055927539,0.449995242,2.747027187,0.070360007,0.031789306,0.020431379,0.008161655,0.008803015,0.123962964,0.049139849,0.02467048,0.032031542,0.01565989,0.001174653,0.00044027,0.000846281,2139,108,1507,19421,3713,11,9510,485674,39988,1410,5245,57890,11633,50,67615,638209,570709,1052,10006,10769,0,3,5,7,1,3,2,12,23,11,4,1,46,8,59.78666411,7.062335809,0.019667654,37.12865424,1224.431294,56.42508552,3.044726503,9.568067733,86.44853467,11.8741965,0.04277917,73.79155024,1287.81757,410.3436543,0.363566047,7.631171308,12.24126379,0.013067198,0.018722108,0.019020329,0.00141105,0.003873357,0.004288298,0.019300294,0.029839555,0.020850522,0.003474363,0.000345595,0.025054434,0.006977108
